data,adresas,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2025-05-07,115 LA DEBAUDIERE,44330.0,namas,123.0,6.0,0,349000.0,2837.0,2591.0,47.141211,-1.248584,44212000XD0055
2024-11-15,5931 LA BASSE BOURDELIERE,44330.0,namas,142.0,5.0,1,295000.0,2077.0,2596.0,47.14781,-1.238287,44212000XA0070
2024-01-17,5928 LA HAUTE BOURDELIERE,44330.0,namas,188.0,7.0,1,380000.0,2021.0,2604.0,47.148112,-1.237867,44212000XA0071
2024-11-12,18 LA HAUTE BOURDELIERE,44330.0,namas,84.0,2.0,0,232500.0,2768.0,2606.0,47.147948,-1.237999,44212000XA0069
2024-01-26,5930 LA HAUTE BOURDELIERE,44330.0,namas,59.0,2.0,0,130000.0,2203.0,2614.0,47.147481,-1.238347,44212000XA0051
2024-01-25,106 LA POMMERAIE,44330.0,namas,76.0,4.0,1,250000.0,3289.0,2679.0,47.184877,-1.271234,44212000AE0186
2025-01-24,26 BONNE FONTAINE,44330.0,namas,90.0,5.0,0,252000.0,2800.0,2689.0,47.160705,-1.302081,44212000ZH0460
2024-09-17,1 LA POMMERAIE,44330.0,namas,91.0,5.0,1,120000.0,1319.0,2707.0,47.185298,-1.268574,44212000AE0055
2021-09-06,70 BONNE FONTAINE,44330.0,namas,108.0,7.0,0,330000.0,3056.0,2723.0,47.161344,-1.302529,44212000ZH0157
2023-09-13,316 LA DEBAUDIERE,44330.0,namas,77.0,4.0,0,265000.0,3442.0,2736.0,47.138921,-1.250724,44212000XD0161
2022-09-05,314 LA DEBAUDIERE,44330.0,namas,110.0,4.0,2,288750.0,2625.0,2742.0,47.138927,-1.250528,44212000XD0107
2025-07-22,5925 LA HAUTE BOURDELIERE,44330.0,namas,70.0,2.0,0,177000.0,2529.0,2753.0,47.145639,-1.238082,44212000XB0065
2024-02-02,9 LA POMMERAIE,44330.0,namas,63.0,3.0,0,140000.0,2222.0,2784.0,47.18584,-1.271006,44212000AE0174
2024-08-30,234 LA DEBAUDIERE,44330.0,namas,82.0,4.0,0,247000.0,3012.0,2789.0,47.138796,-1.249551,44212000XD0192
2022-12-08,16 LA POMMERAIE,44330.0,namas,66.0,3.0,1,105000.0,1591.0,2800.0,47.18602,-1.27059,44212000AE0508
2024-08-01,130 LA POMMERAIE,44330.0,namas,91.0,5.0,1,195000.0,2143.0,2817.0,47.186027,-1.272201,44212000AE0516
2025-06-19,22 LA POMMERAIE,44330.0,namas,134.0,4.0,0,335000.0,2500.0,2842.0,47.186404,-1.270591,44212000AE0476
2021-02-08,7 BONNE FONTAINE,44330.0,namas,70.0,3.0,0,169200.0,2417.0,2844.0,47.160195,-1.304117,44212000ZH0205
2024-01-18,114 BONNE FONTAINE,44330.0,namas,74.0,3.0,0,249600.0,3373.0,2859.0,47.161623,-1.304325,44212000ZH0131
2021-02-17,5001 LA GARCONNIERE,44330.0,namas,133.0,7.0,0,327000.0,2459.0,2926.0,47.154661,-1.304071,44212000WH0060
2025-10-28,211 BONNE FONTAINE,44330.0,namas,87.0,4.0,1,236000.0,2713.0,2958.0,47.161654,-1.305623,44212000ZH0582
2025-11-05,204 BONNE FONTAINE,44330.0,namas,88.0,3.0,0,137800.0,1566.0,2962.0,47.16043,-1.305677,44212000ZH0233
2021-07-29,130 LE PROJET,44330.0,namas,142.0,7.0,1,384895.0,2711.0,3011.0,47.163093,-1.30622,44212000ZH0115
2022-06-09,12 LA BREBIAUDIERE,44330.0,namas,136.0,6.0,0,240800.0,1771.0,3018.0,47.161437,-1.22669,44212000CD0296
2022-08-31,129 LE PROJET,44330.0,namas,157.0,4.0,0,332000.0,2115.0,3026.0,47.162548,-1.306477,44212000ZH0381
2021-07-27,430 LES LAURES,44330.0,namas,63.0,3.0,1,170000.0,2698.0,3119.0,47.179018,-1.298133,44212000HM0084
2023-04-07,5626 LE BOIS GAUDIN,44330.0,namas,90.0,4.0,0,227000.0,2522.0,3122.0,47.151486,-1.305352,44212000WI0069
2024-08-06,140 BONNE FONTAINE,44330.0,namas,158.0,6.0,1,430000.0,2722.0,3128.0,47.163582,-1.307713,44212000ZH0458
2022-05-06,3 LA TOURNERIE,44330.0,namas,71.0,4.0,0,150000.0,2113.0,3131.0,47.172505,-1.304316,44212000EX0112
2023-08-31,33 LES CREUSETTES,44330.0,namas,105.0,5.0,0,277000.0,2638.0,3138.0,47.185504,-1.246015,44212000AL0550
2023-12-21,5755 LES LOGES,44330.0,namas,40.0,1.0,0,90000.0,2250.0,3138.0,47.166805,-1.30713,44212000ZE0067
2025-02-05,5846 LA GOULBAUDIERE,44330.0,namas,66.0,2.0,0,208500.0,3159.0,3141.0,47.184053,-1.290518,44212000AC0345
2024-09-19,31 LES CREUSETTES,44330.0,namas,93.0,4.0,0,280000.0,3011.0,3141.0,47.185582,-1.246139,44212000AL0551
2021-09-28,6777 BOIS JAMBAS,44330.0,namas,160.0,4.0,0,370800.0,2318.0,3151.0,47.150029,-1.228192,44212000YS0079
2024-05-21,12 BOIS JAMBAS,44330.0,namas,85.0,3.0,0,178790.0,2103.0,3161.0,47.150503,-1.227771,44212000YS0084
2023-10-19,443 LA CHALOUSIERE,44330.0,namas,87.0,5.0,0,210000.0,2414.0,3169.0,47.161648,-1.224708,44212000CD0404
2021-08-09,413 LES LAURES,44330.0,namas,148.0,6.0,0,355300.0,2401.0,3174.0,47.179795,-1.298114,44212000HN0065
2024-12-19,144 BONNE FONTAINE,44330.0,namas,86.0,4.0,0,252500.0,2936.0,3176.0,47.163246,-1.308396,44212000ZH0606
2021-10-19,144 BONNE FONTAINE,44330.0,namas,95.0,6.0,0,195000.0,2053.0,3176.0,47.163456,-1.308364,44212000ZH0605
2022-02-18,508 LES LAURES,44330.0,namas,60.0,3.0,0,140000.0,2333.0,3183.0,47.179976,-1.298048,44212000HN0063
2025-02-28,508 LES LAURES,44330.0,namas,60.0,3.0,0,148000.0,2467.0,3183.0,47.179976,-1.298048,44212000HN0063
2021-05-14,8584 LA GOULBAUDIERE,44330.0,namas,246.0,5.0,0,580000.0,2358.0,3185.0,47.184279,-1.29105,44212000AC0296
2022-03-02,9 LES CREUSETTES,44330.0,namas,70.0,2.0,0,229000.0,3271.0,3190.0,47.186859,-1.248345,44212000AL0438
2023-04-28,441 LA CHALOUSIERE,44330.0,namas,120.0,4.0,1,407000.0,3392.0,3192.0,47.161446,-1.224397,44212000CD0400
2021-06-10,7 LES CREUSETTES,44330.0,namas,119.0,4.0,0,239500.0,2013.0,3195.0,47.186945,-1.248442,44212000AL0531
2022-08-12,15 LES CREUSETTES,44330.0,namas,75.0,3.0,1,240000.0,3200.0,3197.0,47.186817,-1.248018,44212000AL0535
2024-03-26,29 LA TOURNERIE,44330.0,namas,114.0,4.0,1,353000.0,3096.0,3199.0,47.171395,-1.305965,44212000EX0098
2025-03-26,101 LA TOURNERIE,44330.0,namas,106.0,5.0,0,304000.0,2868.0,3215.0,47.170893,-1.30648,44212000ZD0115
2021-07-30,113 LA CHALOUSIERE,44330.0,namas,65.0,2.0,0,160280.0,2466.0,3229.0,47.160216,-1.22392,44212000YC0076
2024-06-18,111 LA CHALOUSIERE,44330.0,namas,277.0,5.0,1,263600.0,952.0,3240.0,47.160173,-1.22377,44212000YC0107
2024-10-10,154 BONNE FONTAINE,44330.0,namas,88.0,5.0,0,230000.0,2614.0,3241.0,47.163855,-1.30918,44212000ZH0736
2024-01-19,433 LA CHALOUSIERE,44330.0,namas,86.0,3.0,0,226000.0,2628.0,3246.0,47.161699,-1.22369,44212000CD0200
2022-03-29,405 LES LAURES,44330.0,namas,124.0,4.0,0,195000.0,1573.0,3246.0,47.180203,-1.298857,44212000HN0119
2023-04-13,154 LES CORBEILLERES,44330.0,namas,53.0,5.0,1,345000.0,6509.0,3262.0,47.146749,-1.228915,44212000YX0288
2021-09-15,LES LAURES,44330.0,namas,78.0,4.0,0,200000.0,2564.0,3268.0,47.179979,-1.299517,44212000HN0259
2025-07-31,406 LES LAURES,44330.0,namas,78.0,4.0,0,200000.0,2564.0,3268.0,47.179979,-1.299517,44212000HN0259
2025-10-02,104 LES CREUSETTES,44330.0,namas,87.0,4.0,1,235000.0,2701.0,3272.0,47.187495,-1.247796,44212000AL0600
2022-11-02,5105 LES CORBEILLERES,44330.0,namas,89.0,2.0,0,145000.0,1629.0,3275.0,47.146358,-1.229041,44212000YX0148
2023-07-27,5217 BETAIE,44330.0,namas,254.0,8.0,0,410000.0,1614.0,3294.0,47.180614,-1.233958,44212000AO0249
2025-04-08,122 LES CORBEILLERES,44330.0,namas,137.0,4.0,0,185000.0,1350.0,3300.0,47.145372,-1.229533,44212000YX0120
2024-07-26,411 LA CHALOUSIERE,44330.0,namas,127.0,3.0,0,160500.0,1264.0,3311.0,47.161192,-1.222822,44212000CD0158
2021-10-14,401 LA CHALOUSIERE,44330.0,namas,80.0,3.0,0,182000.0,2275.0,3316.0,47.160518,-1.222752,44212000CD0138
2022-03-22,130 LES CORBEILLERES,44330.0,namas,236.0,4.0,0,350375.0,1485.0,3322.0,47.145531,-1.229043,44212000YX0236
2025-07-15,129 LES CORBEILLERES,44330.0,namas,74.0,3.0,1,235000.0,3176.0,3326.0,47.146224,-1.228388,44212000YX0281
2024-10-02,144 LES CORBEILLERES,44330.0,namas,98.0,4.0,0,200000.0,2041.0,3330.0,47.145898,-1.2286,44212000YX0142
2021-11-08,144 LES CORBEILLERES,44330.0,namas,80.0,3.0,0,127500.0,1594.0,3330.0,47.145898,-1.2286,44212000YX0142
2023-04-20,29 LES CORBEILLERES,44330.0,namas,140.0,5.0,1,275000.0,1964.0,3331.0,47.144267,-1.230098,44212000YX0072
2021-03-11,406 LA CHALOUSIERE,44330.0,namas,60.0,3.0,0,120000.0,2000.0,3335.0,47.160928,-1.222502,44212000CD0126
2021-10-27,402 LA CHALOUSIERE,44330.0,namas,70.0,2.0,0,100000.0,1429.0,3336.0,47.160735,-1.222489,44212000CD0128
2023-05-10,204 LES LAURES,44330.0,namas,82.0,4.0,0,240000.0,2927.0,3367.0,47.180653,-1.300387,44212000HN0343
2022-03-11,36 LES CORBEILLERES,44330.0,namas,105.0,5.0,0,320000.0,3048.0,3371.0,47.143509,-1.230223,44212000YW0041
2021-06-23,422 LA CHALOUSIERE,44330.0,namas,70.0,3.0,1,68120.0,973.0,3375.0,47.16131,-1.221971,44212000CD0122
2024-07-11,305 LA CHALOUSIERE,44330.0,namas,140.0,4.0,1,230000.0,1643.0,3389.0,47.159377,-1.221846,44212000YD0084
2024-09-27,461 LA CHALOUSIERE,44330.0,namas,73.0,5.0,0,152000.0,2082.0,3401.0,47.161835,-1.221649,44212000CD0527
2023-08-24,213 LA CHALOUSIERE,44330.0,namas,150.0,5.0,0,335000.0,2233.0,3411.0,47.16059,-1.221496,44212000CD0486
2025-02-17,121 LES LAURES,44330.0,namas,113.0,6.0,0,277500.0,2456.0,3412.0,47.181599,-1.299957,44212000HN0197
2025-02-07,428 LA CHALOUSIERE,44330.0,namas,92.0,4.0,0,224850.0,2444.0,3423.0,47.161459,-1.221347,44212000CD0613
2025-05-20,428 LA CHALOUSIERE,44330.0,namas,92.0,4.0,0,236000.0,2565.0,3423.0,47.161459,-1.221347,44212000CD0613
2023-12-01,113 LES CORBEILLERES,44330.0,namas,91.0,4.0,0,193000.0,2121.0,3424.0,47.145058,-1.227895,44212000YX0262
2022-03-02,13 LES GIRAUDIERES,44330.0,namas,157.0,6.0,0,405000.0,2580.0,3428.0,47.18785,-1.244333,44212000AL0528
2021-02-11,202 LA CHALOUSIERE,44330.0,namas,69.0,2.0,0,150000.0,2174.0,3431.0,47.160276,-1.221248,44212000YD0047
2021-02-12,17 LES GIRAUDIERES,44330.0,namas,139.0,5.0,0,348000.0,2504.0,3469.0,47.188261,-1.244318,44212000AL0509
2025-07-04,112 LA PETITE MASSONNIERE,44330.0,namas,118.0,5.0,1,275000.0,2331.0,3472.0,47.145437,-1.306297,44212000WK0121
2025-08-26,6846 LA GUIPIERE,44330.0,namas,95.0,5.0,0,285000.0,3000.0,3489.0,47.170336,-1.310565,44212000ZC0061
2025-06-25,220 LA CHALOUSIERE,44330.0,namas,135.0,5.0,1,300001.0,2222.0,3492.0,47.16031,-1.220443,44212000YD0058
2024-09-27,214 LA CHALOUSIERE,44330.0,namas,99.0,4.0,1,325000.0,3283.0,3546.0,47.15985,-1.219742,44212000YD0064
2022-12-02,44 LES CHABOISSIERES,44330.0,namas,132.0,4.0,1,479000.0,3629.0,3562.0,47.173727,-1.223368,44212000BK0354
2024-12-19,14 LA SALMONIERE,44330.0,namas,65.0,2.0,0,130000.0,2000.0,3562.0,47.152174,-1.311785,44212000WN0073
2023-06-30,20 LA SALMONIERE,44330.0,namas,58.0,3.0,0,180000.0,3103.0,3569.0,47.152401,-1.311977,44212000WN0071
2023-01-09,42 LES CHABOISSIERES,44330.0,namas,94.0,5.0,1,307000.0,3266.0,3570.0,47.173648,-1.223207,44212000BK0620
2021-10-01,98 LES CHABOISSIERES,44330.0,namas,74.0,3.0,0,260000.0,3514.0,3572.0,47.171671,-1.22205,44212000BK0657
2024-12-30,211 LA MASSONNIERE,44330.0,namas,77.0,3.0,1,97500.0,1266.0,3572.0,47.145855,-1.308153,44212000WK0117
2023-02-21,42 LES CHABOISSIERES,44330.0,namas,82.0,4.0,1,255000.0,3110.0,3581.0,47.173618,-1.223024,44212000BK0619
2025-08-07,22 LES CHABOISSIERES,44330.0,namas,115.0,4.0,1,225000.0,1957.0,3600.0,47.174363,-1.223237,44212000BK0118
2021-12-16,220 LA MASSONNIERE,44330.0,namas,50.0,3.0,0,86000.0,1720.0,3608.0,47.145401,-1.308332,44212000WK0136
2022-12-21,220 LA MASSONNIERE,44330.0,namas,102.0,4.0,0,318000.0,3118.0,3608.0,47.145401,-1.308332,44212000WK0136
2021-10-08,38 LES CHABOISSIERES,44330.0,namas,122.0,4.0,0,290000.0,2377.0,3621.0,47.173394,-1.222324,44212000BK0109
2022-06-28,106 LES CHABOISSIERES,44330.0,namas,62.0,2.0,0,269000.0,4339.0,3624.0,47.172046,-1.221514,44212000BK0680
2021-12-23,106 LES CHABOISSIERES,44330.0,namas,62.0,2.0,0,243480.0,3927.0,3624.0,47.172046,-1.221514,44212000BK0680
2021-07-05,29 LA SALMONIERE,44330.0,namas,105.0,2.0,1,205000.0,1952.0,3625.0,47.151657,-1.312435,44212000WN0047
2023-06-30,30 LES CHABOISSIERES,44330.0,namas,103.0,4.0,0,310000.0,3010.0,3639.0,47.173594,-1.222183,44212000BK0642
2025-10-15,302 LA MASSONNIERE,44330.0,namas,82.0,3.0,0,218000.0,2659.0,3647.0,47.145959,-1.309354,44212000WK0234
2023-07-24,304 LA MASSONNIERE,44330.0,namas,95.0,2.0,0,295000.0,3105.0,3668.0,47.145883,-1.309599,44212000WK0101
2023-07-24,311 LA MASSONNIERE,44330.0,namas,100.0,5.0,0,172000.0,1720.0,3680.0,47.145625,-1.309581,44212000WK0162
2023-05-04,79 LES CHABOISSIERES,44330.0,namas,105.0,5.0,1,222010.0,2114.0,3696.0,47.171658,-1.220307,44212000BK0717
2025-07-31,61 LES CHABOISSIERES,44330.0,namas,170.0,5.0,0,325000.0,1912.0,3709.0,47.172464,-1.220541,44212000BK0522
2021-03-26,8581 LES PELLERINS,44330.0,namas,115.0,4.0,0,100736.0,876.0,3713.0,47.163444,-1.315489,44212000WT0094
2021-09-27,5629 LES GRANGES,44330.0,namas,110.0,3.0,1,310000.0,2818.0,3719.0,47.154426,-1.314727,44212000WN0043
2024-12-09,5717 LES PELLERINS,44330.0,namas,110.0,5.0,0,120000.0,1091.0,3734.0,47.16392,-1.315706,44212000WT0092
2024-08-26,59 LES CHABOISSIERES,44330.0,namas,128.0,5.0,1,405000.0,3164.0,3768.0,47.172467,-1.219715,44212000BK0684
2024-02-13,19 LES CHABOISSIERES,44330.0,namas,80.0,3.0,2,207695.0,2596.0,3825.0,47.175341,-1.220625,44212000BK0147
2023-05-12,8494 L ALLIER,44330.0,namas,74.0,4.0,1,255000.0,3446.0,3848.0,47.190577,-1.240198,44212000AM0188
2024-09-12,11 LES CHABOISSIERES,44330.0,namas,64.0,1.0,1,180220.0,2816.0,3859.0,47.175911,-1.220518,44212000BK0140
2025-06-06,18 MOULIN DE LA VERRIE,44330.0,namas,88.0,5.0,0,280000.0,3182.0,3881.0,47.176412,-1.312564,44212000HR0136
2024-02-28,3 LES CHABOISSIERES,44330.0,namas,60.0,1.0,0,90000.0,1500.0,3902.0,47.175501,-1.219618,44212000BK0734
2023-06-26,5517 MOULIN DE LA VERRIE,44330.0,namas,115.0,5.0,0,333000.0,2896.0,3906.0,47.176538,-1.312845,44212000HR0067
2023-11-30,6775 MOULIN PICHON,44330.0,namas,50.0,1.0,0,127200.0,2544.0,3907.0,47.142484,-1.222724,44212000YV0031
2021-07-28,8532 MOULIN DE LA VERRIE,44330.0,namas,140.0,6.0,0,310000.0,2214.0,3925.0,47.178015,-1.311993,44212000HT0186
2022-07-20,29 MOULIN DE LA VERRIE,44330.0,namas,120.0,4.0,1,335320.0,2794.0,3943.0,47.177324,-1.312812,44212000HT0086
2023-05-30,29 MOULIN DE LA VERRIE,44330.0,namas,120.0,4.0,1,360000.0,3000.0,3943.0,47.177324,-1.312812,44212000HT0086
2021-05-28,5501 LA BODINIERE,44330.0,namas,140.0,4.0,0,235000.0,1679.0,3979.0,47.182112,-1.309,44212000HO0092
2024-12-19,5502 LA BODINIERE,44330.0,namas,89.0,6.0,0,182000.0,2045.0,3984.0,47.182146,-1.309044,44212000HO0093
2025-12-01,308 LA MENARDIERE,44330.0,namas,178.0,5.0,0,435000.0,2444.0,4026.0,47.160951,-1.31975,44212000WS0193
2024-08-27,98 LA MENARDIERE,44330.0,namas,138.0,3.0,0,252700.0,1831.0,4041.0,47.160191,-1.319939,44212000WS0198
2024-04-17,305 LA MENARDIERE,44330.0,namas,79.0,6.0,1,187870.0,2378.0,4043.0,47.160842,-1.319978,44212000WS0200
2021-03-26,2 LA MENARDIERE,44330.0,namas,102.0,4.0,0,227100.0,2226.0,4050.0,47.160417,-1.32006,44212000WS0062
2025-05-06,7 MOULIN DE LA VERRIE,44330.0,namas,149.0,5.0,1,375000.0,2517.0,4063.0,47.176556,-1.315137,44212000HT0139
2024-02-01,5592 LES PIERRIERES,44330.0,namas,82.0,5.0,0,180000.0,2195.0,4094.0,47.143744,-1.314306,44212000WL0085
2021-04-02,316 LES COURRERES,44330.0,namas,56.0,3.0,0,150000.0,2679.0,4096.0,47.194416,-1.243863,44212000AM0243
2025-12-22,10 LA MENARDIERE,44330.0,namas,92.0,3.0,0,350000.0,3804.0,4126.0,47.160546,-1.321071,44212000WS0070
2025-08-20,5506 LE CHENE GARNIER,44330.0,namas,107.0,5.0,0,370000.0,3458.0,4151.0,47.178861,-1.314708,44212000HT0060
2023-03-20,376 LA ROBINIERE,44330.0,namas,87.0,5.0,1,364000.0,4184.0,4167.0,47.194144,-1.240915,44212000AM0523
2024-08-28,356 LES COURRERES,44330.0,namas,156.0,5.0,0,182500.0,1170.0,4175.0,47.194375,-1.241347,44212000AM0541
2023-11-06,6810 LA GUITONNIERE,44330.0,namas,80.0,5.0,0,200000.0,2500.0,4177.0,47.152521,-1.320313,44212000WO0130
2022-12-05,374 LES COURRERES,44330.0,namas,117.0,6.0,0,407000.0,3479.0,4191.0,47.194321,-1.240724,44212000AM0525
